City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
337,Mwanza,TZ,73.83,overcast clouds,-2.5167,32.9,Gold Crest Hotel
338,Virginia Beach,US,52.05,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
339,Palana,RU,31.75,overcast clouds,59.1167,159.9667,Chikago
340,Oktyabrskiy,RU,49.75,overcast clouds,54.4815,53.471,Гостиница Октябрьская
341,Darnah,LY,63.16,clear sky,32.767,22.6367,فندق الفردوس
342,Chumikan,RU,28.06,scattered clouds,54.7183,135.315,Fortuna
343,Leningradskiy,RU,21.65,overcast clouds,69.3833,178.4167,Gostinitsa
344,Nyurba,RU,31.03,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
345,Arman,RU,32.95,broken clouds,59.7,150.1667,
346,Ponta Delgada,PT,65.12,few clouds,37.7333,-25.6667,Vila Nova Hotel
347,Payakumbuh,ID,70.77,overcast clouds,-0.2202,100.6308,Dalimo Homestay
348,Ancud,CL,54.18,few clouds,-41.8697,-73.8203,Hotel Arena Gruesa
349,Hetauda,NP,74.55,broken clouds,27.4284,85.0322,Regal Hetauda Resort
350,Gazanjyk,TM,65.23,light rain,39.2446,55.5154,Railway motel
351,Sao Felix Do Xingu,BR,87.6,broken clouds,-6.6447,-51.995,Rio Xingu Camping
352,Koutsouras,GR,67.1,broken clouds,35.0339,25.9469,The White Houses
353,Odweyne,SO,82.96,overcast clouds,9.4092,45.064,Eng Hiirey House
354,Shimoda,JP,57.11,light rain,34.6667,138.95,Shimoda Tokyu Hotel
355,Conceicao Do Araguaia,BR,87.91,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
356,Namatanai,PG,80.49,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
357,Farafangana,MG,74.43,few clouds,-22.8167,47.8333,Miarina
358,Morant Bay,JM,87.71,clear sky,17.8815,-76.4093,Whispering Bamboo Cove Resort
359,Northam,GB,59.4,overcast clouds,51.0333,-4.2167,Durrant House Hotel
360,Hudson Bay,CA,56.59,overcast clouds,52.85,-102.3842,Norwood Motel LTD
361,Mackay,AU,70.68,overcast clouds,-21.15,149.2,International Lodge Motel
362,Panama City,PA,89.55,few clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
363,Morro Bay,US,69.58,clear sky,35.3658,-120.8499,Inn at Morro Bay
364,Tessalit,ML,86.97,clear sky,20.1986,1.0114,
365,Los Llanos De Aridane,ES,64.15,few clouds,28.6585,-17.9182,Valle Aridane
366,Egvekinot,RU,25.54,light snow,66.3167,-179.1667,
367,Biltine,TD,92.8,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
368,Bergen,NO,49.15,clear sky,60.392,5.328,Clarion Collection Hotel Havnekontoret
369,Nouadhibou,MR,66.18,few clouds,20.931,-17.0347,El Medina
370,Beya,RU,37.78,overcast clouds,53.0533,90.9139,
371,Harare,ZW,66.36,overcast clouds,-17.8294,31.0539,Fife Avenue Hotel
372,Vershino-Darasunskiy,RU,50.88,overcast clouds,52.35,115.5167,
373,Saravan,AM,41.13,overcast clouds,39.7196,45.6483,
374,El Dorado,US,51.93,light rain,38.7666,-120.5177,South Fork Group Campground
375,Strzegom,PL,61.32,broken clouds,50.9626,16.3501,Strzegom Apartments
376,Hirara,JP,77.36,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
377,Taft,IR,71.55,clear sky,31.7471,54.2088,عمارت ساعتی تفت
378,Stromness,GB,51.87,overcast clouds,58.965,-3.296,The Old Smokery
379,Herat,AF,74.84,overcast clouds,34.5,62.0,
380,Khorramshahr,IR,78.76,clear sky,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
381,Beaverlodge,CA,36.75,overcast clouds,55.2166,-119.4361,Side Trax Inn
382,Sobolevo,RU,46.63,overcast clouds,54.4299,31.8996,
383,Esmeraldas,BR,79.66,broken clouds,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
384,Port Hedland,AU,69.85,broken clouds,-20.3167,118.5667,The Esplanade Hotel
385,Zhezkazgan,KZ,55.8,overcast clouds,47.8043,67.7144,Hotel Zumrat
386,San Vicente,AR,72.03,clear sky,-26.6167,-54.1333,Complejo Turístico Farelluk
387,Abu Samrah,SY,63.68,clear sky,35.3029,37.1841,
388,Boyolangu,ID,77.14,overcast clouds,-8.1181,111.8935,Yos ega cv
389,Vao,NC,74.19,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
390,Zyryanka,RU,29.1,few clouds,65.75,150.85,
391,Xapuri,BR,91.13,few clouds,-10.6517,-68.5044,Pousada dos Chapurys
392,Manokwari,ID,80.51,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
393,Abbeville,FR,60.49,broken clouds,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
394,Sandwick,GB,48.02,few clouds,60.0,-1.25,Beach House Self-Catering Accomodation
395,Dakoro,NE,96.17,broken clouds,14.5106,6.765,Shagon mai liverpool
396,Hoquiam,US,52.93,few clouds,46.9809,-123.8893,Econo Lodge Inn & Suites
397,Broken Hill,AU,49.71,clear sky,-31.95,141.4333,Royal Exchange Hotel
398,Ambon,ID,77.14,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
399,Sisimiut,GL,36.01,clear sky,66.9395,-53.6735,Hotel Sisimiut
400,Porto Novo,BJ,84.02,clear sky,6.4965,2.6036,Tour Eiffel Hotel Benin
401,Cukai,MY,78.75,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
402,Tarija,BO,66.11,scattered clouds,-21.5355,-64.7296,Hostal Granny
403,Darhan,MN,38.7,moderate rain,49.4867,105.9228,Buudai Hotel
404,Mackenzie,CA,43.02,broken clouds,55.2999,-123.1698,Hilton Shop
405,Puerto Escondido,MX,88.63,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
406,Plavinas,LV,40.6,clear sky,56.6178,25.7255,Route 68
407,Dahuk,IQ,58.91,clear sky,36.8695,42.994,Parwar Hotel
408,Armizonskoye,RU,51.87,few clouds,55.9461,67.6736,
409,Touros,BR,80.31,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
410,Olinda,BR,80.33,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
411,Narasannapeta,IN,81.05,broken clouds,18.4167,84.05,AVK events and catering
412,Mehamn,NO,31.95,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
413,Isangel,VU,73.2,few clouds,-19.55,169.2667,Tanna Lodge
414,Vysokogornyy,RU,29.98,overcast clouds,50.1167,139.15,
415,Chegutu,ZW,62.76,clear sky,-18.1302,30.1407,Jacaranda Lodge
416,Bonavista,CA,35.11,clear sky,48.6499,-53.1147,Sweet Sharons bnb
417,Sembakung,ID,74.48,overcast clouds,3.8167,117.25,
418,Kinkala,CG,74.21,light rain,-4.3614,14.7644,Hotel la Pepeche Kinkala
419,Vostok,RU,30.63,overcast clouds,46.4856,135.8833,
420,Belyy Yar,RU,31.86,clear sky,53.6039,91.3903,Pasportnyy Stol
421,Korla,CN,68.29,clear sky,41.7597,86.1469,Gulisitan Hotel
422,Biak,ID,77.32,overcast clouds,-0.9131,122.8766,Penginapan Kim
423,Lorengau,PG,83.68,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
425,Kodinsk,RU,26.82,overcast clouds,58.6881,99.1844,
426,Arnprior,CA,69.66,clear sky,45.4334,-76.3494,Country Squire Motel
427,Bandarban,BD,74.57,overcast clouds,22.1965,92.2262,"Hilltop, Hafazgona, Bandarban"
428,Alofi,NU,78.69,overcast clouds,-19.0595,-169.9187,Taloa Heights
429,Novyy Urgal,RU,32.32,clear sky,51.0736,132.5642,
430,Songjianghe,CN,34.97,clear sky,42.1859,127.479,Sijisheng Fashion Guest House
431,Chilca,PE,68.18,few clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
432,Kismayo,SO,80.87,overcast clouds,-0.3582,42.5454,Agan-Hotel
433,Aklavik,CA,46.4,scattered clouds,68.2191,-135.0107,Aklavik Inn
434,Iranshahr,IR,91.74,clear sky,27.2025,60.6848,نیک سرشت
435,Ulaanbaatar,MN,51.93,broken clouds,47.9077,106.8832,The Blue Sky Hotel and Tower
436,Ust-Ilimsk,RU,27.43,few clouds,58.0006,102.6619,AleNat Center
437,Edd,ER,84.38,overcast clouds,13.9297,41.6925,
438,Bubaque,GW,77.72,few clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
439,Margate,GB,50.11,clear sky,51.3813,1.3862,Premier Inn Margate hotel
440,Aksu,CN,74.05,clear sky,41.1231,80.2644,Pudong Holiday Hotel
441,Santiago De Chuco,PE,64.76,light rain,-8.15,-78.1833,Hotel El Mirador Santiago de Chuco
442,Bambous Virieux,MU,75.45,scattered clouds,-20.3428,57.7575,Casa Tia Villa
443,Sao Joao Da Barra,BR,77.09,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
444,Tianpeng,CN,66.67,moderate rain,30.9866,103.9393,Shuangliu Love Home Business Hotel
445,Sinnamary,GF,82.51,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
446,Alamosa,US,71.58,clear sky,37.4695,-105.87,Best Western Alamosa Inn
447,Manzhouli,CN,51.33,overcast clouds,49.6,117.4333,Angala International Youth Hostel
448,Klaksvik,FO,49.12,light rain,62.2266,-6.589,Airbnb rooms
449,Durango,MX,86.49,broken clouds,24.8333,-104.8333,
450,Geraldton,AU,55.81,clear sky,-28.7667,114.6,Broadwater Mariner Resort
451,Grindavik,IS,53.55,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
452,Makeni,SL,78.55,overcast clouds,8.8833,-12.05,Multiple Guesthouse
453,Codrington,AU,46.44,scattered clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
454,Honiara,SB,77.43,overcast clouds,-9.4333,159.95,Heritage Park Hotel
455,Port Arthur,CN,51.91,overcast clouds,38.8,121.2667,Friendship Hotel
456,Faanui,PF,81.36,moderate rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
457,Hualmay,PE,70.16,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
458,Amapa,BR,78.28,broken clouds,1.0,-52.0,
459,Rhyl,GB,63.01,overcast clouds,53.3196,-3.4886,Westminster Hotel
460,Lavrentiya,RU,31.19,overcast clouds,65.5833,-171.0,
461,Chapais,CA,58.78,few clouds,49.7834,-74.8492,Hôtel Opémiska
462,Hella,NO,37.54,light rain,67.2,14.4333,Djupvatnet rasteplass
463,Hasaki,JP,59.4,moderate rain,35.7333,140.8333,Inubosaki Kanko Hotel
464,Sobrance,SK,63.73,scattered clouds,48.7445,22.1814,Turistická Ubytovňa Hostinec Bunker
466,Valdivia,CL,66.29,overcast clouds,-39.8142,-73.2459,Hostal Entre Rios
467,Yumen,CN,58.87,scattered clouds,40.2833,97.2,
468,Muisne,EC,80.31,overcast clouds,0.6,-80.0333,Quinta Samay
469,Korsakov,RU,37.24,overcast clouds,46.6328,142.7813,Hotel Asino
470,Faya,SA,68.11,clear sky,18.3851,42.4509,املاك خالد الشعشوع
471,Bilozerka,UA,52.3,clear sky,46.6248,32.4425,Delta Dnipra
472,Matara,LK,81.7,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
473,Plettenberg Bay,ZA,56.59,broken clouds,-34.0527,23.3716,Thanda Vista B&B
474,Villa Carlos Paz,AR,73.38,overcast clouds,-31.4241,-64.4978,Monte Carlo vcp
475,Flinders,AU,57.18,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
476,La Primavera,CO,83.61,light rain,5.4906,-70.4092,La Riviera Hotel Colonial
477,Logan,US,59.2,clear sky,41.7355,-111.8344,SpringHill Suites by Marriott Logan
478,Creel,MX,75.85,clear sky,27.75,-107.6333,The Lodge at Creel Hotel & SPA
479,Punta Alta,AR,73.78,clear sky,-38.8759,-62.0736,Center Hotel Punta Alta
480,Znamenskoye,RU,47.1,broken clouds,57.1281,73.8282,"Gostinitsa ""Kolos"""
481,Collie,AU,51.22,clear sky,-33.3667,116.15,Collie Ridge
482,Tres Arroyos,AR,75.34,clear sky,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
483,Tarnos,FR,64.67,clear sky,43.5417,-1.4628,"The Originals City, Hôtel Le Lodge, Bayonne Nord (Inter-Hotel)"
484,Morehead,US,71.78,scattered clouds,37.2711,-87.1764,CCI Express Inn
485,Araouane,ML,90.0,clear sky,18.9048,-3.5265,
486,Plastun,RU,41.04,scattered clouds,44.7561,136.2939,Gostinitsa Rossiyanochka
487,Jaisalmer,IN,90.25,clear sky,26.9147,70.9181,Hotel Fifu
488,Brownsville,US,92.08,broken clouds,25.9018,-97.4975,Best Western Hotel Plaza Matamoros
489,Xuddur,SO,80.53,scattered clouds,4.1213,43.8894,Banjanay Hotel
490,Caxhuacan,MX,99.25,scattered clouds,20.0667,-97.6,La Casona De Don Porfirio
492,Kimbe,PG,76.51,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
493,Ongole,IN,85.17,overcast clouds,15.5,80.05,HOTEL NARAYANA PALACE
494,Chaman,PK,79.09,clear sky,30.9236,66.4512,Niamat parda Center chaman
495,Cairns,AU,76.06,light rain,-16.9167,145.7667,Mantra Trilogy Cairns
496,Malmo,SE,55.27,few clouds,55.6059,13.0007,Clarion Collection Hotel Temperance
497,Qena,EG,88.02,broken clouds,26.1615,32.7183,"Grand hotel ""Quena"""
498,Port Blair,IN,82.44,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
499,Pangai,TO,75.31,few clouds,-19.8,-174.35,Ha'apai Beach Resort
500,Mocoa,CO,77.52,broken clouds,1.1493,-76.6466,selvamorena
501,Vila,PT,66.7,few clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
502,Gatton,AU,62.64,light rain,-27.55,152.2833,Room Motels Gatton
503,Santa Rosa,PH,83.1,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
504,Yeppoon,AU,67.78,moderate rain,-23.1333,150.7333,Villa Mar Colina
505,Yatou,CN,44.47,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
506,Ayia Galini,GR,65.75,scattered clouds,35.1,24.6833,Sunningdale Bungalows
507,Karratha,AU,77.05,overcast clouds,-20.7377,116.8463,ibis Styles Karratha
508,Saint-Augustin,CA,47.14,broken clouds,51.226,-58.6502,
509,Talara,PE,79.56,clear sky,-4.5772,-81.2719,Hostal Oro Negro
510,Aksarka,RU,35.87,overcast clouds,66.5606,67.7975,
511,Portland,US,48.74,light rain,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
512,Vega De Alatorre,MX,89.4,few clouds,20.0333,-96.6333,Hotel D Luxe
513,Tutoia,BR,80.13,overcast clouds,-2.7619,-42.2744,Pousada Guará's
515,Takoradi,GH,81.52,overcast clouds,4.8845,-1.7554,Raybow International Hotel
516,Taoudenni,ML,90.86,broken clouds,22.6783,-3.9836,
517,Sayhat,SA,79.0,clear sky,26.4852,50.0405,OYO 426 Royal Al Khaleej Furnished Apartments
518,Mogadishu,SO,82.53,broken clouds,2.0371,45.3438,Hotel Juba
519,Ust-Tsilma,RU,44.19,light rain,65.441,52.1498,U Praskov'i
520,Karaman,TR,49.87,overcast clouds,37.0833,33.25,Gokce Koyu Muhtarligi
521,Grand Gaube,MU,75.6,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
522,Sechura,PE,78.64,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
523,Ipanguacu,BR,86.86,overcast clouds,-5.4983,-36.855,"Rua Manoel Lins Caldas, 47"
524,Minggang,CN,58.8,overcast clouds,32.4586,114.0486,Yindu Hotel
525,Padong,PH,77.94,few clouds,18.0522,120.7567,Northview hotel
526,Palu,ID,77.85,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
527,Kahului,US,82.42,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
528,Green River,US,58.98,overcast clouds,41.5286,-109.4662,Hampton Inn & Suites Green River
529,Nanyang,CN,57.13,overcast clouds,32.9947,112.5328,Wolong Memory Hotel
530,San Jacinto,US,71.92,broken clouds,33.7839,-116.9586,Vagabond Inn Hemet
531,Gushikawa,JP,75.2,broken clouds,26.3544,127.8686,Kirari Guest House
532,Cap Malheureux,MU,73.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
533,Vilyuysk,RU,30.6,scattered clouds,63.7553,121.6247,Gostinitsa Viliuisk
534,Caceres,ES,73.26,few clouds,39.522,-6.3748,Ahc Hoteles
535,Saint-Georges,GD,85.68,broken clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
536,Guangyuan,CN,62.96,moderate rain,32.442,105.823,Guangyuan Poetry Hotel
537,Evensk,RU,29.26,overcast clouds,61.95,159.2333,
538,Berbera,SO,85.21,broken clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
539,Kasamwa,TZ,69.04,overcast clouds,-2.85,32.4333,
540,Opopeo,MX,86.88,overcast clouds,19.4,-101.6,Cabañas El Paraíso
541,Uvarovo,RU,50.09,clear sky,51.9849,42.2615,Elena Svetlova
542,Fort Nelson,CA,33.39,light snow,58.8053,-122.7002,The Fort Nelson Hotel
543,Bentiu,SS,85.73,broken clouds,9.2333,29.8333,Mandela hôtel
544,Aldan,RU,32.67,snow,58.6031,125.3894,Aldan Guest House
545,Birao,CF,90.28,overcast clouds,10.2849,22.7882,
546,Gilgit,PK,73.33,clear sky,35.9221,74.3087,Tourist Hamlet Gilgit
547,Solnechnyy,RU,37.53,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
548,Twentynine Palms,US,81.05,clear sky,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
549,Mutum,BR,82.08,scattered clouds,-19.8,-41.4383,Hotel do Djalma
550,Lethem,GY,79.39,overcast clouds,3.3803,-59.7968,Savannah Inn
551,Kerema,PG,79.57,overcast clouds,-7.9631,145.7785,Frena Lodge
552,Saint-Andre-Avellin,CA,66.92,clear sky,45.7168,-75.066,Auberge Petite-Nation
553,Cardston,CA,48.49,broken clouds,49.2,-113.3019,Flamingo Motel
554,Mezhdurechensk,RU,33.19,scattered clouds,53.6942,88.0603,Apartments Mezhdurechensk
555,Viedma,AR,72.61,overcast clouds,-40.8135,-62.9967,Hotel Cristal
556,Kharovsk,RU,40.64,overcast clouds,59.9642,40.1912,
558,Wexford,IE,56.21,overcast clouds,52.3342,-6.4575,Talbot Hotel Wexford
559,Husavik,IS,41.95,overcast clouds,66.0449,-17.3389,Bjarnabúð
560,Koupela,BF,99.72,clear sky,12.1794,-0.3517,AUBERGE MAQUIS RESTO CAFE LE ROUTIER PLUS
561,Passo De Camaragibe,BR,81.95,scattered clouds,-9.2368,-35.4901,Chácara vovó candinha
562,Ejea De Los Caballeros,ES,70.02,overcast clouds,42.1263,-1.1372,Hotel Ciudad De Ejea
563,Tucuma,BR,76.86,overcast clouds,-0.1833,-50.05,
564,Snasa,NO,39.02,light rain,64.2457,12.3778,Snåsa Hotell AS
565,Estelle,US,89.01,overcast clouds,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
566,Alyangula,AU,78.67,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
567,Marsh Harbour,BS,79.32,clear sky,26.5412,-77.0636,Abaco Beach Resort
568,Treinta Y Tres,UY,70.27,clear sky,-33.2333,-54.3833,Jardines Apart-Hotel
569,Okhotsk,RU,32.74,few clouds,59.3833,143.3,
570,Awbari,LY,75.18,clear sky,26.5921,12.7805,فندق أوباري
571,Merrill,US,59.81,clear sky,45.1805,-89.6835,Prairie Motel
572,Puro,PH,80.92,few clouds,12.4841,123.3827,
573,Champerico,GT,93.74,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
574,Ayagoz,KZ,39.67,few clouds,47.9714,80.4392,ХАН
575,Severomuysk,RU,20.64,overcast clouds,56.1481,113.4267,
576,Ifanadiana,MG,67.82,light rain,-21.3,47.6333,
577,Lasa,IT,53.69,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
578,New Glasgow,CA,44.38,scattered clouds,45.5834,-62.6486,"Holiday Inn Express Stellarton-New Glasgow, an IHG Hotel"
579,Honningsvag,NO,31.75,overcast clouds,70.9821,25.9704,Nordkapp Vandrerhjem
580,Bambanglipuro,ID,77.32,overcast clouds,-7.95,110.2833,Puri Brata
581,Severobaykalsk,RU,29.82,overcast clouds,55.65,109.3167,Hostel03RUS
582,Malaya Vishera,RU,38.32,scattered clouds,58.8454,32.2222,"Seating House ""Nicholas"""
583,Sri Aman,MY,75.25,heavy intensity rain,1.2376,111.4621,Seri Simanggang Hotel
584,Coahuayana,MX,88.83,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
585,Bairiki,KI,80.6,scattered clouds,1.3292,172.9752,Tarawa Boutique Hotel
586,Pinawa,CA,69.17,overcast clouds,50.1489,-95.8811,Pinawa Motel
587,Goderich,CA,64.72,few clouds,43.7501,-81.7165,Harmony Inn
588,Chemainus,CA,51.76,broken clouds,48.9163,-123.7194,Fuller Lake Motel
589,Bac Lieu,VN,82.0,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
590,Ihosy,MG,70.57,overcast clouds,-22.4,46.1167,Hotely Sariaka
591,Uyskoye,RU,48.13,overcast clouds,54.3775,60.0047,Niva
592,Majene,ID,78.67,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
593,Vredendal,ZA,57.31,broken clouds,-31.6683,18.5012,Tharrakamma Guest House
594,Nyzhni Sirohozy,UA,50.68,scattered clouds,46.8484,34.3804,"КАФЕ & ГОСТИНИЦА ""Акуна Матата"""
595,Rio Gallegos,AR,50.05,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
596,Luanda,AO,78.8,few clouds,-8.8368,13.2343,EPIC SANA Luanda
597,Sanok,PL,59.05,scattered clouds,49.5557,22.2056,Jagielloński Hotel i Restauracja
598,Waiuku,NZ,58.24,overcast clouds,-37.25,174.75,Waiuku Lodge Motel
599,Yermakovskoye,RU,34.25,overcast clouds,53.2831,92.4003,"Oya, Gostinitsa"
600,Waipawa,NZ,58.5,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
601,Banavar,IN,78.64,heavy intensity rain,13.4136,76.1683,Shree Durga Lodge
602,Ystad,SE,47.14,scattered clouds,55.4297,13.8204,Continental du Sud
603,Urubicha,BO,90.54,clear sky,-15.3833,-62.95,
604,Puerto Cabezas,NI,87.76,scattered clouds,14.0351,-83.3888,Cabaña Caribe
605,Ostroh,UA,58.35,overcast clouds,50.3294,26.5143,Atlant
606,Acevedo,CO,72.09,overcast clouds,1.8361,-75.855,Finca San Pedro
607,Mutoko,ZW,65.34,scattered clouds,-17.397,32.2268,Mutoko Hotel
608,Atbasar,KZ,48.72,clear sky,51.8,68.3333,Гостиничный Комплекс Saad
609,Richards Bay,ZA,65.7,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
610,Khandagayty,RU,30.83,scattered clouds,50.7333,92.05,
611,Maceio,BR,81.84,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
612,Sabla,NG,96.51,overcast clouds,12.7525,4.7077,
613,Fairlie,GB,59.22,overcast clouds,55.756,-4.8556,Brisbane House Hotel
614,Hit,IQ,72.95,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
615,North Bend,US,47.07,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
616,Charters Towers,AU,67.42,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
617,Paamiut,GL,33.39,overcast clouds,61.994,-49.6678,Pistut
618,Zunyi,CN,65.73,light rain,27.6867,106.9072,Bishiluo Hostel
619,Mumford,GH,82.2,overcast clouds,5.2618,-0.759,Spanish Villa
620,Tomatlan,MX,90.21,clear sky,19.9333,-105.25,El Salvial
621,Belomorsk,RU,36.32,overcast clouds,64.5232,34.7668,Khostel Belomorsk
622,Cetateni,RO,50.14,overcast clouds,45.2,25.1833,Casa de Vacanta Eva
623,Karagay,RU,47.25,clear sky,58.2667,54.9368,Gostinitsa
624,Phrae,TH,71.64,broken clouds,18.0833,100.0,
625,Palmares Do Sul,BR,68.59,clear sky,-30.2578,-50.5097,Hotel Campos Dourados.
626,Zhengjiatun,CN,50.05,clear sky,43.5064,123.5064,Siping Hexiang Hotel
627,Ketchikan,US,54.07,clear sky,55.3422,-131.6461,Snow's Cove Lodge
628,Mananjary,MG,74.34,scattered clouds,-21.2167,48.3333,Vahiny Lodge
629,Palmas,BR,91.27,scattered clouds,-10.2128,-48.3603,Hotel Lago da Palma
630,Eureka,US,52.25,overcast clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
631,Guerrero Negro,MX,67.28,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
632,Murgab,TM,73.27,broken clouds,37.4966,61.9714,
633,Deniliquin,AU,46.04,clear sky,-35.5333,144.9667,Riviana Motel
634,Pitimbu,BR,82.99,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
635,Port Shepstone,ZA,65.59,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
636,Tracy,US,62.71,clear sky,37.7397,-121.4252,"Holiday Inn Express & Suites Tracy, an IHG Hotel"
637,Batsfjord,NO,29.98,clear sky,70.6345,29.7185,Adventure Apartements
638,Taclobo,PH,82.29,scattered clouds,12.3074,122.586,Seabreeze Inn
639,Sungaipenuh,ID,65.91,overcast clouds,-2.0833,101.3833,Penginapan Citra Alam
640,Santa Isabel Do Rio Negro,BR,87.4,scattered clouds,-0.4139,-65.0192,Hotel GSA
641,Tiznit,MA,84.0,clear sky,29.5833,-9.5,
642,Marshfield,US,58.08,overcast clouds,44.6689,-90.1718,"Holiday Inn Conference Ctr Marshfield, an IHG Hotel"
643,Villanueva De La Serena,ES,75.33,overcast clouds,38.9766,-5.7974,Hotel Veracruz
644,Elliot,ZA,47.19,overcast clouds,-31.3333,27.85,Rose Garden Dinner Bed and Breakfast
645,Harer,ET,65.79,broken clouds,9.3094,42.1258,Amir Cultural Harari Guesthouse
647,Tandur,IN,89.22,overcast clouds,17.2333,77.5833,SPOT ON 63149 Swagath Residency
648,Ambovombe,MG,71.55,broken clouds,-25.1667,46.0833,RELAHARA
649,Pogar,RU,53.33,overcast clouds,52.554,33.2591,"Gostinitsa ""U Gamleta"""
650,Moree,AU,44.62,clear sky,-29.4667,149.85,Molika Springs Motel
651,Cayeli,TR,52.52,overcast clouds,41.0923,40.7292,Grand Cavusoglu Hotel
652,Khani,GE,42.37,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
653,Kamenka,RU,49.51,clear sky,51.3223,42.7678,
654,Port Hawkesbury,CA,52.92,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
655,Nantucket,US,53.74,few clouds,41.2835,-70.0995,Jared Coffin House
656,Asyut,EG,87.98,overcast clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
658,Huarmey,PE,71.28,overcast clouds,-10.0681,-78.1522,Hotel Miramar
659,Fare,PF,81.66,few clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
660,Shieli,KZ,79.75,overcast clouds,44.1667,66.75,Gostinitsa Aybek Shieli
661,Cristobal Obregon,MX,93.79,scattered clouds,16.35,-93.5333,
662,Bandarbeyla,SO,83.12,scattered clouds,9.4942,50.8122,JABIR HOTEL
663,Macheng,CN,63.09,clear sky,31.1783,115.0319,Shell Macheng City Macheng Bus Station Hotel
664,Balkhash,KZ,53.69,scattered clouds,46.844,74.9804,Family
